name,time,ID,N1,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N2,N20,N3,N4,N5,N6,N7,N8,N9,host,topic
kamal,1642322790868352741,027,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,027
kamal,1642322791444273057,036,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,036
kamal,1642322791463184931,029,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,029
kamal,1642322791486531246,042,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,042
kamal,1642322791517694520,048,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,048
kamal,1642322791519561824,006,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,006
kamal,1642322791522315375,014,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,014
kamal,1642322791536578123,046,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,046
kamal,1642322791537863843,028,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,028
kamal,1642322791549413136,033,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,033
kamal,1642322791590504573,005,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5d57c004e0ad,005
kamal,1642322791595339311,012,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5d57c004e0ad,012
kamal,1642322791597398051,015,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5d57c004e0ad,015
kamal,1642322791602657994,044,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,044
kamal,1642322791609628187,032,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,032
kamal,1642322791616344559,022,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,022
kamal,1642322791671242052,035,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,035
kamal,1642322791676548274,037,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,037
kamal,1642322791687593724,047,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,047
kamal,1642322791701823109,025,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,025
kamal,1642322791707539589,024,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,024
kamal,1642322791712299408,010,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,010
kamal,1642322791715474064,034,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,034
kamal,1642322791725826373,011,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,011
kamal,1642322791729112121,019,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,019
kamal,1642322791731141149,038,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,038
kamal,1642322791741399866,018,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,018
kamal,1642322791759946617,050,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,050
kamal,1642322791762445757,007,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,007
kamal,1642322791796654586,008,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,008
kamal,1642322791797766327,003,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,003
kamal,1642322791805724619,021,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,021
kamal,1642322791836632423,030,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,030
kamal,1642322791837728103,023,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,023
kamal,1642322791839526768,001,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,001
kamal,1642322791845346212,004,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,004
kamal,1642322791859732890,013,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,013
kamal,1642322791862542078,017,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,017
kamal,1642322791866321854,049,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,049
kamal,1642322791869699445,041,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,041
kamal,1642322791890655105,043,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,043
kamal,1642322791929983463,031,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,031
kamal,1642322791949294955,009,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,009
kamal,1642322791991419101,027,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,027
kamal,1642322792118338473,026,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,026
kamal,1642322792381839498,006,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,006
kamal,1642322792412024472,033,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,033
kamal,1642322792446035905,029,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,029
kamal,1642322792499554930,048,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,048
kamal,1642322792510031176,015,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,015
kamal,1642322792537241972,036,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,036
kamal,1642322792551882018,039,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,039
kamal,1642322792598779179,045,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,045
kamal,1642322792604730296,020,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5d57c004e0ad,020
kamal,1642322792605626881,002,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5d57c004e0ad,002
kamal,1642322792609161784,042,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,042
kamal,1642322792612795352,032,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,032
kamal,1642322792614253368,014,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,014
kamal,1642322792618005652,011,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,011
kamal,1642322792629137652,022,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,022
kamal,1642322792629908883,047,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,047
kamal,1642322792673903651,038,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,038
kamal,1642322792695788366,044,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,044
kamal,1642322792709153316,046,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,046
kamal,1642322792714009135,010,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,010
kamal,1642322792724037007,035,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,035
kamal,1642322792734500051,025,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,025
kamal,1642322792741663229,028,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,028
kamal,1642322792758122835,004,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,004
kamal,1642322792763354011,005,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,005
kamal,1642322792769742292,012,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,012
kamal,1642322792771711039,001,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,001
kamal,1642322792778200460,037,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,037
kamal,1642322792792193106,041,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,041
kamal,1642322792802388298,050,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,050
kamal,1642322792808152669,049,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,049
kamal,1642322792831050373,023,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,023
kamal,1642322792858003798,034,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,034
kamal,1642322792865159838,040,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,040
kamal,1642322792909916811,030,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,030
kamal,1642322792921198522,009,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,009
kamal,1642322792929844276,024,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,024
kamal,1642322792992422061,019,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,019
kamal,1642322793020942519,003,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,003
kamal,1642322793023928817,018,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,018
kamal,1642322793025187787,007,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,007
kamal,1642322793028342238,021,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,021
kamal,1642322793029462760,008,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,008
kamal,1642322793053663481,043,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,043
kamal,1642322793070307249,026,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,026
kamal,1642322793092514041,031,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,031
kamal,1642322793112966523,013,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,013
kamal,1642322793154737446,027,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,027
kamal,1642322793274718932,006,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,006
kamal,1642322793454801105,033,5,5,5,0.0433,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5d57c004e0ad,033
kamal,1642322793518376874,002,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,002
kamal,1642322793522021534,048,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,048
kamal,1642322793532170992,042,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,042
kamal,1642322793544644977,039,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,039
kamal,1642322793547394678,020,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,020
kamal,1642322793552543149,047,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,047
kamal,1642322793570874741,011,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,011
kamal,1642322793592006664,045,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,045
kamal,1642322793596425639,035,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,035
kamal,1642322793600336984,016,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5d57c004e0ad,016
kamal,1642322793642835539,015,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,015
kamal,1642322793650937152,014,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,014
kamal,1642322793684521026,028,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,028
kamal,1642322793704108898,023,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,023
kamal,1642322793718527856,044,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,044
kamal,1642322793719917396,029,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,029
kamal,1642322793730310450,036,5,5,5,0.0433,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5d57c004e0ad,036
kamal,1642322793773852467,022,5,5,5,0.0433,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5d57c004e0ad,022
kamal,1642322793835240652,041,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,041
kamal,1642322793836585481,032,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,032
kamal,1642322793850984273,004,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,004
kamal,1642322793867627633,017,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,017
kamal,1642322793882507604,012,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5d57c004e0ad,012
kamal,1642322793890759319,049,5,5,5,0.0433,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5d57c004e0ad,049
kamal,1642322793903759426,009,5,5,5,0.0433,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5d57c004e0ad,009
kamal,1642322793910241473,037,5,5,5,0.0433,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5d57c004e0ad,037
kamal,1642322793916685733,010,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,010
kamal,1642322793926914094,038,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,038
kamal,1642322793934548457,001,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,001
kamal,1642322793953880817,021,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,021
kamal,1642322793957422243,007,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,007
kamal,1642322793972299172,046,5,5,5,0.0433,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5d57c004e0ad,046
kamal,1642322793982411905,024,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,024
kamal,1642322793987148535,025,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,025
kamal,1642322794025930030,031,5,5,5,0.0433,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5d57c004e0ad,031
kamal,1642322794026745963,043,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,043
kamal,1642322794035633589,050,5,5,5,0.0433,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5d57c004e0ad,050
kamal,1642322794070909627,034,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,034
kamal,1642322794159172924,040,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,040
kamal,1642322794173203903,030,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,030
kamal,1642322794203604634,026,5,5,5,0.0433,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5d57c004e0ad,026
kamal,1642322794227661852,018,5,5,5,0.0433,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5d57c004e0ad,018
kamal,1642322794233420370,003,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,003
kamal,1642322794244632409,019,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,019
kamal,1642322794252332104,008,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,008
kamal,1642322794315950338,013,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5d57c004e0ad,013
kamal,1642322794427499478,027,5,5,5,0.0433,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5d57c004e0ad,027
kamal,1642322794467546001,006,5,5,5,0.0433,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5d57c004e0ad,006
